flat_type,flat_price,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking
1,1.4,6,600,1,1,1,2,0,1
2,1.95,3,999,1,1,2,2,0,1
1,1.65,19,450,1,2,1,2,1,1
2,2.25,28,1300,4,3,2,2,0,1
1,0.26,24,560,1,2,1,3,0,1
2,2.2,29,1000,4,2,2,3,0,2
2,0.36,18,890,1,1,2,2,1,1
2,1.9,29,1050,4,3,2,2,1,1
3,2.55,28,1200,4,3,3,3,0,1
3,10.0,30,1850,4,3,3,3,0,1
3,4.15,27,1350,3,1,3,4,0,1
3,6.5,30,2000,1,1,3,4,0,1
2,1.89,20,860,1,2,2,2,0,1
3,7.5,55,2271,3,2,3,3,1,1
2,1.8,2,890,4,3,2,2,0,1
2,3.15,19,1100,1,1,2,2,2,1
1,0.32,24,560,1,2,1,2,2,1
3,3.3,15,1550,1,1,3,3,1,1
3,9.75,11,1900,1,1,3,4,0,1
2,1.7,8,1130,1,2,2,2,1,1
4,8.23,28,2100,1,2,4,3,3,1
2,1.2,1,911,3,1,2,2,3,1
3,3.0,14,1104,1,1,3,2,0,1
3,5.5,28,1700,3,1,3,1,0,1
2,0.55,24,800,3,2,2,2,4,1
2,1.65,2,673,4,1,2,3,1,2
3,7.7,50,1850,1,1,3,3,2,1
3,2.65,3,1758,1,1,3,3,0,1
2,1.55,14,750,3,3,2,2,0,1
2,1.05,1,950,1,2,2,2,3,1
1,0.55,5,590,1,1,1,2,1,1
2,1.45,2,935,1,2,2,2,3,1
3,6.0,35,1350,4,1,3,2,0,1
3,1.28,46,1150,1,3,3,2,0,1
3,2.7,22,1560,1,3,3,3,0,1
3,2.5,20,1550,4,3,3,2,0,1
2,1.5,14,845,1,2,2,2,0,1
3,3.5,7,1350,3,1,3,2,1,1
2,2.4,29,1000,4,1,2,2,0,1
2,1.75,29,750,4,1,2,2,0,1
3,2.6,13,1275,1,1,3,3,0,1
1,1.35,58,550,4,1,1,2,0,1
2,1.7,21,1190,4,2,2,2,1,1
4,7.25,44,2000,1,1,4,1,0,1
3,2.15,20,1620,1,2,3,3,0,2
2,4.75,35,980,1,3,2,2,0,1
2,1.35,10,950,3,1,2,2,1,1
3,4.5,2,1395,3,1,3,3,0,1
3,7.75,60,1850,4,1,3,3,0,1
1,0.65,1,650,3,2,1,2,2,1
2,1.65,21,929,1,2,2,2,1,1
3,3.05,21,1305,3,1,3,3,1,1
2,1.4,15,760,4,1,2,2,2,1
2,0.93,1,1060,3,2,2,2,1,1
3,3.8,20,1550,1,2,3,3,2,1
2,4.8,19,1000,1,1,2,2,1,1
3,1.35,18,1850,1,1,3,2,3,1
3,7.75,7,3000,1,2,3,2,3,1
2,1.5,29,688,4,1,2,2,0,1
3,9.5,7,2700,4,1,3,2,2,1
3,4.5,19,1596,1,1,3,2,2,1
1,0.59,1,685,1,1,1,2,2,1
1,1.2,8,510,4,2,1,2,0,1
1,0.9,14,350,1,1,1,2,0,2
3,3.2,14,1600,1,1,3,3,1,1
2,2.3,27,760,4,2,2,2,0,1
1,0.75,1,710,1,1,1,2,2,1
4,3.65,3,1750,1,1,4,4,4,1
3,6.9,34,2400,3,1,3,1,0,1
2,1.75,31,750,2,2,2,1,0,1
1,0.26,24,610,1,2,1,1,3,1
1,0.3,24,600,3,1,1,2,2,1
2,2.1,14,850,1,1,2,2,0,1
3,0.66,18,1350,1,1,1,4,0,1
3,1.7,1,1300,3,1,3,3,1,1
3,3.2,3,1350,1,1,3,2,0,1
2,1.65,22,860,4,3,2,2,0,1
3,3.0,14,1350,1,3,3,3,0,1
2,3.0,53,780,5,1,2,2,0,2
1,0.85,59,600,3,3,1,2,0,1
3,5.76,34,1965,3,2,3,1,0,1
2,0.98,1,950,4,1,2,2,0,1
1,0.32,18,670,1,1,1,1,2,1
3,1.39,1,1320,1,3,3,3,4,1
2,4.2,28,1100,1,1,2,2,1,1
1,0.35,36,580,4,1,1,2,2,1
1,2.0,60,400,3,2,1,1,1,1
2,2.25,60,570,3,1,2,2,3,1
2,0.46,18,870,1,1,2,2,3,1
2,1.2,1,1000,4,1,2,2,0,1
1,0.5,16,687,1,3,1,2,2,2
3,8.25,28,1800,1,3,3,3,4,1
2,2.1,21,980,3,1,2,2,0,1
3,2.42,31,980,1,1,3,2,0,1
2,1.72,15,900,4,1,2,2,0,1
3,6.25,30,1281,3,2,3,3,0,1
1,1.17,4,400,1,2,1,1,0,1
1,0.87,48,376,3,1,1,2,0,1
2,3.15,28,1150,3,1,2,2,0,1
2,1.75,31,950,4,1,2,2,1,1
2,1.8,48,825,3,1,2,2,0,1
2,0.43,18,915,1,1,2,1,3,1
2,2.05,3,900,1,1,2,2,0,1
1,1.16,29,560,1,2,1,2,0,1
2,2.4,7,1270,3,2,2,2,1,1
4,3.0,28,1600,1,1,4,3,1,1
3,2.25,31,1000,1,1,3,2,0,1
4,15.0,44,3600,4,1,4,4,4,1
1,0.35,18,640,1,2,1,2,1,2
3,4.75,14,1572,1,1,3,2,1,1
2,1.55,15,800,4,3,2,2,0,1
3,6.3,44,1350,3,1,3,1,0,1
4,4.8,7,2500,1,1,4,3,5,1
2,0.53,24,880,1,1,2,1,3,1
1,1.3,32,530,1,1,1,2,0,1
1,0.3,16,660,3,1,1,3,0,1
1,0.83,9,450,4,1,1,1,0,1
3,3.99,21,2080,3,2,3,3,0,1
2,2.9,12,1250,1,1,2,2,0,1
1,0.8,12,395,3,1,1,1,0,2
2,2.0,29,1050,1,2,2,2,4,1
4,7.5,51,4500,1,1,4,5,3,1
1,0.79,9,600,3,1,1,2,0,2
1,1.05,15,610,4,1,1,2,2,2
2,2.1,14,890,1,2,2,2,0,1
1,0.33,24,610,3,2,1,1,2,1
1,0.95,51,550,4,2,1,2,0,1
3,2.78,3,1641,1,2,3,2,1,1
4,9.0,44,1500,2,1,4,3,0,1
1,0.96,4,435,1,2,1,2,0,2
2,1.78,9,800,4,2,2,2,1,1
2,1.8,21,980,4,1,2,2,1,2
1,0.34,24,605,1,2,1,1,2,1
2,2.0,66,1020,3,3,2,1,0,1
1,1.35,22,600,3,2,1,2,0,1
2,0.52,24,850,3,2,2,1,3,1
3,3.3,15,980,4,2,3,3,1,1
3,6.8,6,2195,1,1,3,4,0,1
2,2.7,20,1200,3,2,2,2,0,1
2,0.5,16,786,1,1,2,1,4,1
2,1.74,32,800,1,2,2,2,0,1
4,8.9,42,1600,1,1,4,4,0,1
1,0.33,24,600,3,1,1,1,3,2
2,0.9,1,995,1,3,2,3,3,1
1,1.2,31,650,2,1,1,1,0,2
1,1.0,21,575,1,1,1,1,0,1
5,17.5,7,4925,1,2,5,3,0,1
2,1.7,8,900,1,3,2,2,0,1
1,1.08,29,656,1,2,1,2,2,1
2,1.87,9,975,3,3,2,2,2,1
3,3.75,22,1860,4,1,3,3,2,1
2,1.35,29,700,2,1,2,2,0,1
3,12.5,30,1850,4,1,3,3,1,1
3,0.85,39,1265,1,1,3,2,4,1
2,1.21,6,1050,1,1,2,2,0,1
3,3.3,20,1500,1,2,3,3,2,1
2,1.6,31,950,2,2,2,2,0,1
2,1.8,14,800,1,2,2,2,0,1
1,1.15,26,550,1,1,1,2,0,1
2,2.5,8,1050,1,3,2,2,1,1
2,3.35,43,670,3,1,2,2,0,1
1,0.6,1,650,1,1,1,2,2,1
1,1.01,70,630,1,3,1,1,0,1
2,2.3,2,813,4,1,2,2,0,1
2,1.61,62,763,3,2,2,2,1,1
3,4.0,23,1242,4,1,3,3,0,1
2,2.9,75,1235,1,1,2,2,1,1
2,0.9,1,1090,4,1,2,3,0,1
3,8.5,42,2300,3,2,3,3,1,1
2,2.1,31,650,3,2,2,2,0,1
1,0.93,2,580,3,2,1,2,1,2
1,0.29,39,595,1,2,1,3,0,1
4,2.4,15,1500,1,1,4,4,3,1
3,3.75,28,1100,3,1,3,3,0,1
2,1.69,2,723,2,2,2,2,0,1
1,3.0,23,520,3,1,1,2,0,1
1,0.68,1,690,1,2,1,2,2,1
1,0.3,18,650,3,1,1,2,2,1
3,3.9,50,1300,1,1,3,3,0,1
3,0.62,18,1300,4,2,3,3,3,2
2,2.2,21,985,1,1,2,2,0,1
1,1.25,6,590,1,2,1,1,0,1
2,2.1,6,860,3,2,2,2,0,1
2,0.95,1,1050,1,3,2,2,3,1
2,1.45,51,1000,3,1,2,2,0,1
1,1.1,62,650,3,1,1,2,0,2
1,0.66,1,550,3,1,1,1,1,1
4,4.5,21,1900,1,1,4,4,1,1
1,1.14,20,580,1,3,1,2,1,1
1,1.47,7,630,1,1,1,1,0,1
2,2.65,22,1150,1,1,2,2,1,1
3,2.15,3,1050,1,1,3,2,1,1
1,0.27,36,650,1,1,1,2,1,1
3,4.5,28,1650,4,2,3,3,0,1
1,0.95,51,550,2,1,1,1,0,2
1,1.31,6,600,4,3,1,2,0,1
2,4.85,11,900,1,2,2,2,0,1
2,3.15,27,800,3,2,2,2,0,1
2,1.75,15,825,4,1,2,2,0,1
2,5.5,68,1050,2,3,2,2,1,1
3,7.0,55,1600,1,1,3,3,2,1
3,1.85,43,750,1,2,3,2,0,1
1,0.78,12,385,3,1,1,1,0,2
1,1.02,34,535,3,2,1,2,0,1
3,1.79,1,1250,1,3,3,3,4,1
3,2.85,33,1232,1,2,3,3,1,1
3,13.0,64,1690,1,1,3,3,1,1
3,9.0,7,2400,1,1,3,3,1,1
1,0.33,24,560,1,2,1,2,2,1
2,1.3,1,743,1,1,2,2,1,1
2,2.75,28,1000,4,1,2,2,0,1
3,4.5,19,1958,1,1,3,3,0,1
1,1.16,8,550,3,1,1,2,0,1
2,2.9,53,623,4,1,2,2,0,1
3,6.0,44,1100,1,1,3,1,0,1
1,0.33,24,620,3,1,1,2,2,1
2,1.9,4,965,1,1,2,2,0,1
1,1.1,14,580,4,1,1,1,0,2
1,0.75,1,500,4,1,1,2,1,1
4,5.3,28,1924,1,2,4,3,3,1
3,4.44,26,1300,4,2,3,2,1,1
2,0.79,5,780,1,2,2,2,0,1
3,8.25,11,2660,3,1,3,3,1,1
2,2.23,7,972,4,2,2,2,3,1
2,2.4,17,700,4,1,2,3,0,1
3,2.6,3,1050,1,1,3,2,0,1
3,2.25,2,1200,3,3,2,1,0,1
2,1.45,1,750,1,1,2,1,0,1
1,0.66,1,590,4,3,1,2,2,1
3,5.3,28,2000,1,1,3,3,1,1
1,1.33,55,742,1,2,1,1,1,2
1,1.3,14,550,1,2,1,2,0,2
2,1.7,2,965,4,1,2,2,0,1
3,3.1,25,1080,4,1,3,3,1,1
3,7.6,6,2195,1,1,3,4,0,1
2,0.5,24,850,1,1,2,3,0,1
3,3.06,3,1100,1,1,3,2,0,1
1,1.05,20,725,3,1,1,2,3,1
3,3.5,21,1640,1,2,3,3,0,1
3,3.5,71,1440,1,1,3,3,0,1
3,3.7,21,1303,1,1,3,3,0,1
3,3.7,6,1650,1,1,3,3,1,1
3,3.25,25,900,1,1,3,2,0,1
2,2.75,59,1200,1,1,2,2,3,1
2,0.8,1,850,1,2,2,2,3,1
3,4.5,43,985,4,1,3,1,0,1
2,1.6,3,905,1,3,2,2,1,1
3,9.3,30,1700,1,3,3,2,0,1
2,1.5,14,700,1,2,2,2,0,1
1,1.05,10,550,3,1,1,1,2,1
2,1.45,12,750,3,1,2,2,0,1
2,0.5,24,740,1,1,2,2,3,1
4,10.0,11,3204,3,2,4,5,3,1
3,0.6,18,1350,1,1,3,3,3,1
2,2.0,25,840,4,1,2,2,0,1
2,2.25,28,810,3,1,2,2,0,1
1,0.54,1,432,3,1,1,2,2,2
1,0.46,46,555,2,1,1,1,0,1
2,0.91,1,870,1,2,2,2,4,1
2,1.25,9,600,3,2,2,2,0,1
2,1.8,66,1053,1,2,2,2,0,1
1,1.3,15,745,3,2,1,2,0,1
1,0.55,24,560,1,2,1,2,2,1
1,0.54,6,540,1,3,1,1,1,1
1,1.1,14,415,1,1,1,2,2,2
1,0.35,24,525,3,1,1,1,2,1
2,1.35,62,510,3,1,2,2,0,1
3,3.25,79,1680,1,1,3,3,2,1
3,6.5,28,1500,1,2,3,3,1,1
3,4.0,7,1740,1,3,3,3,2,1
1,0.34,18,758,3,1,1,1,2,1
3,0.85,6,1100,1,2,3,3,1,1
2,2.45,28,865,4,3,2,2,0,1
1,0.7,3,500,3,1,1,1,0,2
1,1.48,7,625,3,1,1,1,0,1
2,0.41,18,952,1,1,2,1,3,1
3,2.8,4,1300,4,1,3,2,0,1
2,2.0,14,750,1,1,2,2,0,1
3,2.8,19,1500,4,1,3,1,0,1
3,5.65,41,2062,4,3,3,3,0,1
2,1.8,14,750,1,1,2,2,0,1
3,3.5,8,1000,1,2,3,2,0,1
1,0.8,9,450,3,1,1,2,0,2
1,1.45,7,550,4,3,1,2,1,1
3,7.5,42,2250,4,1,3,3,1,1
2,3.1,2,1125,4,3,2,3,0,1
2,0.95,1,880,3,1,2,2,3,1
1,2.5,37,573,1,1,1,1,0,1
4,6.92,28,2400,1,1,3,3,1,1
4,4.6,7,2600,4,3,4,4,1,1
3,4.5,28,1500,4,3,3,3,2,1
2,1.6,14,780,4,2,2,3,0,1
2,3.7,11,850,3,2,2,2,2,1
4,6.75,28,1800,4,2,4,2,0,1
1,0.3,18,660,1,1,1,1,2,1
2,2.2,14,840,1,1,2,2,1,1
1,1.25,29,500,3,2,1,2,0,1
1,0.34,24,610,3,2,1,1,2,1
2,1.75,29,1010,2,1,2,2,2,1
3,3.1,14,1350,4,1,3,3,0,1
2,1.45,3,695,3,2,2,2,0,1
4,8.25,28,2745,1,1,3,3,1,1
2,1.39,13,1246,1,1,2,2,2,1
2,0.53,24,850,3,2,2,1,3,1
1,0.66,1,780,1,2,1,2,1,1
2,3.9,17,1050,1,2,2,2,0,1
3,3.09,59,1670,3,2,3,3,0,2
2,4.49,37,800,4,3,2,1,0,1
1,0.85,51,500,2,3,1,2,0,1
1,1.2,22,680,4,2,1,2,0,1
3,2.95,20,1090,4,3,3,3,1,1
3,3.35,14,1402,1,2,3,3,0,1
2,1.7,31,850,4,3,2,1,0,1
1,1.3,14,600,3,1,1,2,0,1
2,1.69,15,1000,3,2,2,2,0,1
2,3.8,28,1380,1,1,2,2,0,1
3,3.2,28,1350,2,3,3,3,0,1
2,1.31,2,610,1,2,2,2,0,1
3,7.35,6,2190,1,1,3,4,0,1
1,0.88,9,600,4,3,1,2,2,1
3,2.04,20,1020,1,2,3,3,0,1
1,0.57,1,700,1,2,1,2,2,2
2,1.95,31,780,4,1,2,2,0,1
2,0.68,18,1150,1,1,2,2,1,1
1,0.72,1,750,1,1,1,2,3,1
2,1.96,3,1250,1,2,2,2,0,1
3,3.3,3,1475,1,1,3,4,3,1
2,0.46,18,870,1,1,2,1,2,1
3,2.8,21,1500,3,1,3,3,2,1
3,2.95,3,1250,1,1,3,3,1,1
3,2.7,6,1000,3,2,3,3,0,1
2,3.25,68,930,1,3,2,2,0,1
2,1.42,31,614,3,2,2,2,0,1
3,0.76,18,1450,1,1,3,3,2,1
2,2.25,27,661,2,1,2,2,0,1
2,2.1,20,900,3,2,2,2,0,1
6,10.0,2,2174,1,2,6,4,4,1
5,9.25,28,2600,4,3,5,5,0,1
2,5.35,30,1166,3,2,2,2,0,1
1,0.3,24,560,1,1,1,3,0,2
1,1.15,9,601,1,1,1,2,0,2
2,1.65,59,696,1,2,2,2,0,1
4,7.45,28,1650,1,1,4,3,4,1
3,4.64,60,1250,1,2,3,3,0,1
1,0.84,3,655,3,1,1,2,1,1
3,7.5,7,2369,1,2,3,2,1,1
4,9.25,28,3400,1,3,4,5,3,1
2,1.9,28,580,1,2,2,2,0,2
3,2.76,28,1250,1,2,3,3,1,1
2,3.0,4,1100,1,1,2,1,0,1
3,3.25,32,1600,1,1,3,3,0,1
1,1.1,62,420,3,1,1,2,0,1
1,1.25,6,540,4,2,1,2,0,1
4,4.26,12,1951,1,1,4,3,0,1
1,0.95,51,580,4,2,1,2,0,1
2,1.66,6,888,4,1,2,1,0,1
4,3.15,31,2100,2,3,4,4,0,1
2,2.4,9,1000,1,2,2,2,0,1
2,0.5,18,970,1,1,2,2,1,1
1,0.8,12,500,3,1,1,2,1,1
4,3.5,15,1975,2,3,4,4,0,1
3,2.72,28,807,3,2,3,2,0,1
3,7.9,28,1200,1,1,3,1,0,1
3,2.85,14,1800,1,2,3,3,1,1
4,7.25,14,2200,1,2,4,1,0,1
2,2.25,8,1000,1,2,2,2,0,1
3,3.43,14,1300,3,2,3,2,0,1
3,6.1,17,1480,3,3,3,3,0,1
3,5.0,37,1150,1,1,3,3,0,1
3,2.85,2,1050,1,1,3,2,0,1
3,2.79,31,1200,3,1,3,2,0,1
2,3.0,62,808,1,1,2,2,0,1
4,15.5,11,2675,1,3,4,4,1,1
2,0.45,18,850,1,1,2,2,4,1
3,2.55,14,1100,1,2,3,3,1,1
2,1.3,1,932,3,1,2,2,3,2
2,0.26,68,790,3,1,2,1,2,1
4,16.0,30,3000,1,1,4,4,0,1
1,1.75,28,575,4,1,1,1,0,1
3,3.0,66,1550,1,2,3,3,0,1
1,1.5,28,450,1,2,1,1,0,2
1,1.0,29,500,4,2,1,2,0,1
3,7.0,30,1190,3,2,3,3,0,1
2,3.0,35,700,1,3,2,1,0,1
3,4.0,7,1700,4,1,3,2,1,1
2,1.85,14,820,1,2,2,2,0,1
2,1.75,49,800,3,1,2,2,0,1
3,4.6,19,1560,1,1,3,2,1,1
2,3.25,38,700,4,2,2,2,0,1
1,1.55,32,742,1,1,1,1,0,1
2,3.8,53,900,1,2,2,2,0,1
3,3.5,27,1017,1,2,3,2,0,1
2,1.05,12,550,3,1,2,2,0,2
1,0.25,24,500,1,2,1,1,2,1
2,1.9,14,623,1,1,2,2,0,1
2,1.76,21,950,3,1,2,2,0,1
1,1.0,51,700,4,1,1,2,1,2
3,3.22,21,976,1,2,3,1,0,1
4,15.0,60,2256,1,2,4,4,1,1
2,1.1,3,740,1,2,2,2,0,1
3,2.45,3,1325,1,1,3,3,0,1
1,1.15,15,700,4,3,1,2,0,1
5,7.0,21,4720,3,2,5,4,2,1
1,1.03,14,550,1,1,1,2,0,1
3,3.3,21,1268,3,2,3,3,1,1
2,1.6,25,950,4,1,2,1,0,1
3,6.85,6,1900,1,1,3,3,0,1
3,3.19,28,1200,1,3,3,3,0,1
1,0.75,15,560,4,1,1,1,0,2
2,1.5,28,560,2,1,2,1,0,1
2,3.54,7,950,1,1,2,2,1,1
1,0.28,24,680,1,2,1,1,0,1
2,2.45,7,1250,1,2,2,2,2,1
2,1.85,29,625,3,1,2,2,0,1
2,2.15,15,1090,1,1,2,2,2,1
3,5.2,19,1836,1,1,3,2,2,1
3,6.5,6,1820,1,1,3,2,0,1
3,6.99,28,1015,2,1,3,3,0,1
1,0.65,1,660,1,2,1,2,3,1
2,2.2,28,750,3,2,2,2,0,1
2,1.71,2,800,3,2,2,2,0,1
2,3.7,30,971,4,1,2,2,0,1
1,0.53,9,435,1,2,1,2,0,2
3,1.9,6,1860,4,3,3,3,3,1
3,6.5,44,1390,4,1,3,3,0,1
3,2.65,3,1160,1,1,3,2,3,1
3,3.2,14,1350,1,3,3,3,0,1
2,0.68,46,920,1,1,2,2,0,1
1,1.32,22,710,1,2,1,2,0,1
1,0.33,24,550,3,2,1,2,1,1
3,5.5,30,1200,1,2,3,3,1,1
3,6.5,53,1080,4,3,3,1,0,1
2,2.0,25,750,1,1,2,2,0,1
3,4.4,44,904,3,1,3,3,0,1
1,2.1,53,458,3,1,1,2,0,2
3,2.35,51,1100,3,3,3,3,0,1
4,7.3,30,1443,3,2,4,4,1,1
1,1.15,29,570,4,2,1,1,0,1
1,0.26,24,580,1,2,1,2,1,1
1,1.0,8,559,3,2,1,1,0,1
4,4.95,23,1750,2,3,4,3,1,1
1,0.97,29,580,4,1,1,1,0,1
2,1.45,28,600,1,1,2,2,0,1
3,4.4,2,1250,1,2,3,3,0,1
1,1.08,21,585,3,1,1,2,0,1
2,2.45,14,1000,3,1,2,2,0,1
3,3.6,58,1750,1,3,3,3,3,1
1,0.88,21,650,2,1,1,1,0,1
1,0.91,3,748,4,1,1,2,0,1
3,1.95,15,1250,4,1,3,3,0,1
3,4.0,20,1827,1,3,3,3,2,2
1,1.8,43,560,3,1,1,1,0,2
2,0.89,1,980,1,3,2,2,0,1
3,11.0,60,3500,1,1,3,3,0,1
2,1.4,3,875,1,1,2,2,0,1
2,2.6,7,1300,1,2,2,2,1,1
3,4.5,2,1173,3,2,3,2,0,1
3,10.5,30,1870,1,3,3,1,0,1
1,0.62,1,690,3,2,1,2,3,1
2,1.8,14,900,1,1,2,2,0,1
2,2.6,7,1100,1,1,2,1,0,1
2,0.45,39,1000,1,1,2,1,3,1
1,0.65,56,675,4,1,1,2,1,1
1,1.56,7,550,1,2,1,2,0,1
3,3.8,6,1500,4,3,3,3,0,1
1,0.3,39,660,3,1,1,2,1,1
4,5.75,7,1950,3,1,4,4,2,1
1,1.8,30,550,2,1,1,1,0,1
1,0.98,20,650,1,2,1,2,0,2
3,2.5,22,1000,1,2,3,3,0,2
3,2.9,31,1250,3,1,3,2,3,1
2,1.86,22,735,3,2,2,2,0,1
2,1.9,8,1000,3,2,2,2,0,1
1,0.39,36,780,1,1,1,1,3,1
1,0.75,15,560,4,1,1,1,0,2
1,0.91,14,410,1,3,1,1,0,1
3,5.0,30,934,1,3,3,3,0,1
2,0.32,65,930,1,1,2,1,2,1
2,1.25,31,700,2,1,2,2,0,1
2,3.6,4,925,1,1,2,2,2,1
1,1.0,10,510,3,2,1,2,1,1
3,2.41,6,827,1,3,3,2,0,1
2,0.84,5,905,1,1,2,2,1,1
3,2.3,31,950,3,2,3,4,0,1
1,0.86,31,500,1,3,1,2,0,1
1,0.56,9,500,1,1,1,2,0,1
4,5.85,6,2500,1,1,4,4,1,1
3,2.8,59,1074,3,2,3,3,1,1
2,1.45,15,850,4,3,2,2,0,1
3,10.0,72,1650,2,1,3,3,0,1
1,1.19,7,585,4,2,1,2,0,2
1,0.31,39,560,1,1,1,1,0,1
3,3.5,15,1680,1,1,3,3,3,1
1,1.15,15,600,4,1,1,2,1,1
3,2.85,3,1633,4,3,3,4,2,1
2,3.0,12,1200,1,1,2,2,0,1
2,1.88,31,780,1,2,2,2,0,1
1,1.15,2,580,4,3,1,2,0,2
1,1.3,62,500,4,1,1,1,0,1
1,1.02,10,588,1,1,1,2,2,1
1,1.1,29,525,4,1,1,2,0,1
2,4.0,44,1050,4,1,2,2,0,1
4,6.75,6,2200,1,3,4,4,1,1
2,1.54,14,1150,3,1,2,2,1,1
2,1.9,15,757,3,1,2,2,0,1
2,6.5,23,1200,1,1,2,3,1,1
3,2.05,15,1250,4,2,3,3,0,1
3,2.55,51,1100,1,2,3,3,0,1
2,1.3,21,718,1,1,2,2,0,1
2,4.0,43,700,1,1,2,2,0,1
2,1.54,20,700,1,1,2,2,0,1
6,6.5,3,3805,3,1,6,6,2,2
2,1.9,31,950,1,1,2,2,0,1
2,1.3,15,700,4,3,2,2,0,1
3,3.22,22,1200,1,1,3,3,0,1
2,1.65,31,800,1,1,2,2,0,1
2,2.35,9,850,4,1,2,2,0,1
3,4.5,55,1550,3,2,3,3,2,1
1,2.65,73,650,2,1,1,2,0,1
3,4.2,2,1350,3,1,3,3,0,1
1,0.78,3,440,3,1,1,2,0,2
2,2.15,2,837,4,1,2,2,0,1
2,2.3,28,800,1,1,2,2,3,1
2,2.25,28,900,1,1,2,3,0,1
3,2.49,14,1350,1,2,3,3,1,1
3,1.8,15,1080,2,1,3,3,0,1
3,5.05,19,1700,1,1,3,3,4,1
3,5.9,43,1450,3,1,3,3,0,1
3,3.9,19,1250,1,3,3,2,4,1
1,2.5,28,600,4,1,1,1,0,1
4,6.25,28,1750,1,3,4,3,3,1
3,1.25,46,1500,1,1,3,3,1,1
1,0.6,33,500,1,2,1,1,0,1
2,1.4,57,903,1,1,2,1,0,1
1,0.29,39,595,1,1,1,1,2,1
2,1.68,21,980,1,3,2,2,0,1
2,2.54,7,1250,3,1,2,2,1,1
3,3.65,7,1800,1,1,3,2,1,1
1,0.55,6,545,1,3,1,1,0,1
3,4.6,19,1330,1,2,3,2,1,1
4,12.0,11,1800,3,1,4,3,0,1
2,1.8,15,1150,1,2,2,2,0,1
1,0.6,1,695,3,1,1,2,2,1
3,3.1,28,1400,4,1,3,3,0,1
2,0.51,16,986,1,1,2,2,3,1
1,1.15,22,520,4,1,1,2,0,1
2,1.95,22,1000,2,1,2,2,0,1
2,3.1,4,1395,1,1,2,2,1,1
3,2.7,21,1296,1,1,3,3,0,1
1,1.25,29,600,1,1,1,2,3,1
1,1.3,20,600,1,1,1,2,1,2
1,0.61,5,650,1,1,1,2,0,1
1,1.3,14,650,1,2,1,1,0,1
3,3.75,28,1600,1,3,3,3,2,1
4,11.0,7,3120,1,2,4,4,2,1
1,0.3,24,619,1,2,1,3,0,1
1,0.62,5,905,1,1,1,2,1,1
4,7.5,4,2650,1,1,4,4,4,1
3,3.1,2,1385,1,3,3,3,1,1
3,5.5,23,1450,4,1,3,1,0,1
1,1.15,50,465,4,1,1,2,1,1
2,2.5,33,941,3,1,2,2,0,1
1,0.85,48,650,2,1,1,2,0,1
3,2.65,21,1100,1,1,3,2,0,1
2,1.7,9,980,1,1,2,2,0,1
3,5.5,43,2100,3,1,3,3,3,1
2,2.3,7,1100,1,1,2,2,1,1
2,3.6,28,1200,4,1,2,2,0,1
3,4.3,2,1200,3,2,3,3,0,1
3,5.24,28,1540,2,3,3,3,0,1
2,1.75,6,840,3,2,2,2,0,1
1,1.22,15,740,3,1,1,2,0,1
1,1.15,2,430,1,1,1,2,0,1
3,2.0,8,1440,1,1,2,3,0,1
2,1.7,21,825,1,3,2,2,0,1
2,2.0,9,1000,1,1,2,2,0,1
1,0.33,39,600,1,2,1,2,1,1
2,0.4,39,846,3,1,2,2,3,1
1,1.5,28,575,1,2,1,2,0,1
2,1.7,31,950,3,3,2,2,0,1
2,0.8,6,972,1,3,2,2,0,1
5,7.5,28,2495,4,1,5,4,4,1
2,2.61,25,950,1,1,2,2,0,1
1,0.9,31,450,2,1,1,2,0,1
3,1.99,9,1000,4,1,3,3,0,1
1,1.25,33,650,3,2,1,2,0,1
2,1.5,29,800,3,2,2,2,0,1
1,0.99,66,435,3,2,1,2,0,1
1,1.25,8,800,3,2,1,2,1,2
1,0.96,3,510,1,2,1,1,0,1
1,1.35,61,600,1,2,1,2,2,2
1,0.66,1,740,3,1,1,2,2,1
2,1.75,29,799,4,1,2,2,0,1
3,3.0,66,1200,1,1,3,2,0,1
3,2.36,14,1200,1,1,3,2,0,1
3,2.3,51,1150,4,2,3,3,1,1
3,2.8,3,1000,1,3,3,2,2,1
3,3.0,8,1250,1,3,3,3,0,1
3,9.5,11,2550,1,1,2,1,0,1
3,4.49,28,1375,2,3,3,3,0,1
3,3.75,29,900,4,1,3,1,0,1
2,4.01,11,1200,1,1,2,2,2,1
2,1.88,7,800,3,1,2,2,0,1
2,3.35,7,1250,3,1,2,2,1,1
1,0.08,69,540,1,3,1,1,0,1
2,1.65,8,775,2,1,2,2,0,1
1,1.35,4,580,4,1,1,1,0,1
2,1.85,28,1212,1,2,2,2,0,1
3,3.6,28,1600,1,1,3,2,0,1
3,3.5,31,1050,3,2,3,3,2,1
2,1.75,62,713,1,1,2,2,0,1
3,8.99,72,1900,2,3,3,4,0,1
2,1.35,20,850,1,2,2,2,0,2
2,1.6,3,875,1,1,2,2,1,1
4,6.8,2,1900,3,2,4,4,0,1
2,1.25,5,953,1,1,2,1,0,1
5,4.75,15,2800,1,3,5,6,0,1
2,2.1,32,999,3,1,2,2,0,1
2,1.55,15,1100,1,2,2,2,0,1
1,0.7,56,695,1,1,1,2,3,1
2,2.6,8,866,1,2,2,1,0,1
