flat_type,flat_price,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking
2,1.5,32,800,1,3,2,2,0,1
2,6.5,63,1000,4,1,2,2,0,1
3,4.5,14,1400,3,2,3,3,1,1
1,1.35,29,645,3,2,1,2,2,1
4,12.17,30,2800,1,1,4,3,0,1
3,2.05,1,1395,1,3,3,3,1,1
1,0.26,24,500,1,2,1,1,2,1
2,0.8,6,764,4,2,2,2,0,1
2,2.25,14,876,1,1,2,2,0,1
1,0.34,24,625,3,2,1,1,2,1
1,0.95,7,590,4,1,1,1,0,1
1,0.94,9,650,1,2,1,1,0,1
2,0.65,18,890,1,1,2,2,2,1
4,14.0,37,3000,3,2,4,4,2,1
2,1.71,29,1100,3,2,2,2,0,1
1,0.45,1,397,3,2,1,2,1,1
3,3.1,14,1116,1,1,3,3,0,1
3,1.95,14,1050,1,2,3,3,0,2
3,7.25,38,1450,3,2,3,3,3,1
3,2.86,31,1300,3,1,3,2,0,1
2,2.25,21,850,1,1,2,2,1,1
3,2.25,51,1200,2,3,2,1,0,1
2,0.74,6,900,4,1,2,2,0,2
2,3.1,15,1350,1,3,2,2,1,1
1,0.65,1,680,1,2,1,2,1,1
3,9.25,30,1500,1,3,3,3,0,1
3,3.05,15,1265,1,3,3,3,0,1
1,0.63,1,650,4,1,1,2,1,1
3,4.5,53,1360,4,1,3,3,1,1
1,0.63,1,700,1,1,1,2,3,1
2,1.4,62,749,3,3,2,2,0,2
3,7.3,7,1503,3,2,3,3,0,1
3,3.85,14,1850,3,2,3,1,0,1
2,1.55,2,824,1,2,2,2,0,1
2,3.5,44,1250,4,3,2,2,0,1
3,1.85,3,1050,4,1,3,2,0,1
2,1.8,6,800,1,2,2,2,1,1
3,6.7,6,1820,1,1,3,2,0,1
2,2.4,59,1300,1,2,2,2,0,1
1,1.0,15,550,4,1,1,2,0,1
1,0.38,18,590,1,1,1,1,2,1
3,3.8,6,1600,1,1,3,3,0,1
3,2.38,2,1050,3,2,3,3,0,1
1,1.53,17,480,4,3,1,2,0,2
2,2.1,7,724,3,2,2,2,0,1
4,16.5,28,4500,1,1,4,5,2,1
1,1.09,31,500,4,1,1,1,0,1
3,3.5,8,1240,3,1,3,3,3,1
2,2.05,26,923,1,2,2,2,0,2
3,5.5,37,1600,4,1,3,3,4,1
2,1.6,15,1020,3,2,2,2,0,1
3,8.25,68,1710,4,1,3,3,0,1
4,7.35,42,2200,1,2,4,3,0,1
2,2.75,31,1020,3,1,2,2,1,1
3,4.65,44,1250,1,2,3,1,0,1
2,1.3,15,800,1,1,2,2,0,1
1,1.35,25,540,4,1,1,1,0,1
3,2.6,15,1100,4,3,3,3,1,1
2,0.86,1,850,1,1,2,2,0,1
4,11.5,30,3000,4,2,4,1,0,1
2,1.95,62,805,3,3,2,3,0,2
2,3.5,7,1250,3,2,2,2,1,1
2,1.55,31,820,4,3,2,2,0,1
3,2.7,15,1125,4,1,3,3,0,1
1,1.55,7,650,3,1,1,2,0,1
1,0.3,24,570,1,2,1,1,3,1
3,3.4,28,1500,4,1,3,3,1,1
2,1.75,14,890,1,3,2,2,0,2
3,4.6,2,1753,5,2,3,2,2,1
1,0.26,18,600,1,1,1,2,1,2
1,0.65,56,449,3,1,1,1,0,1
2,2.65,26,790,1,1,2,2,0,1
3,2.7,58,1100,4,1,3,3,1,1
1,2.25,73,500,3,2,1,1,0,1
1,0.26,24,500,1,1,1,1,1,1
3,2.21,20,1100,1,3,3,3,3,1
2,2.35,7,1100,4,1,2,2,0,1
2,0.5,18,850,1,1,2,2,4,1
2,2.2,21,869,1,2,2,2,0,1
1,1.65,77,742,2,2,1,1,0,2
4,9.5,68,1320,1,3,3,1,0,1
3,4.1,14,1355,3,2,3,1,0,1
2,1.65,2,875,1,1,2,2,3,1
3,3.39,28,1450,1,2,3,3,1,1
1,1.35,14,550,1,2,1,2,0,1
2,2.0,29,1100,1,2,2,2,0,1
2,1.17,2,716,1,2,2,2,0,2
3,2.49,21,1480,3,2,3,3,0,1
1,0.86,10,606,1,1,1,2,0,1
3,5.5,23,1280,1,1,3,2,0,1
1,1.0,58,320,1,1,1,1,0,1
2,3.0,7,1405,1,1,2,1,2,1
4,6.5,28,2200,1,2,4,4,0,1
1,0.75,1,600,1,1,1,2,1,1
1,1.85,35,700,2,2,1,1,1,1
4,5.25,27,1400,3,2,4,3,1,1
2,1.8,14,1600,1,2,2,2,2,1
1,2.5,17,587,1,1,1,1,0,1
2,1.75,7,1000,2,1,2,2,0,1
2,1.95,6,770,3,2,2,2,0,1
3,4.21,6,1550,1,1,3,3,1,1
3,1.49,10,980,3,1,3,2,0,1
1,0.69,1,675,1,3,1,2,2,1
2,6.5,44,2000,1,3,2,1,0,1
1,1.15,29,560,4,1,1,1,0,2
3,2.77,21,1400,3,2,3,2,0,1
4,17.75,11,3600,1,3,4,5,2,1
2,1.35,51,710,1,1,2,3,0,1
1,0.29,18,700,1,2,1,2,2,2
2,2.7,28,1060,3,3,2,2,0,1
1,1.5,11,460,4,1,1,2,1,1
4,13.1,28,3000,4,2,4,4,3,1
2,2.5,20,990,3,2,2,2,1,1
2,3.4,43,740,1,1,2,2,0,1
1,1.1,14,650,3,2,1,2,0,2
2,2.41,15,1000,4,1,2,2,0,1
1,0.5,1,450,4,2,1,1,1,1
1,0.51,1,630,1,1,1,2,1,1
3,3.65,7,1560,1,1,3,3,1,1
2,2.1,22,845,1,1,2,2,0,1
3,2.65,33,1322,1,1,3,2,1,1
3,3.5,49,1960,3,1,3,3,1,1
2,2.5,14,950,1,2,2,2,1,1
2,1.76,6,820,1,2,2,2,0,1
2,3.75,37,800,4,1,2,2,0,1
2,2.4,14,1060,3,2,2,2,0,1
3,2.26,3,700,4,1,3,3,0,1
2,1.8,29,900,1,1,2,2,0,1
2,2.35,14,690,3,2,2,2,0,1
1,0.95,21,550,4,2,1,1,0,2
1,0.65,1,585,1,1,1,2,2,1
3,1.25,5,1220,1,2,3,3,2,1
2,1.85,62,1050,1,1,2,2,1,1
3,2.9,62,1190,3,2,3,3,1,1
3,4.0,8,1320,3,2,3,3,0,1
3,3.2,31,1400,3,1,3,3,2,1
1,1.75,77,880,4,1,1,2,0,2
2,1.85,48,900,1,1,2,2,0,1
2,1.0,1,700,4,2,2,4,0,1
1,1.01,31,489,3,2,1,1,0,1
2,1.45,1,1150,3,1,2,2,2,1
1,0.58,6,540,4,2,1,1,0,1
2,1.69,14,928,3,1,2,2,0,1
1,1.25,22,680,1,1,1,2,0,1
6,12.73,6,2660,1,1,6,4,0,1
2,2.0,3,770,1,2,2,2,0,1
2,1.75,2,785,1,2,2,2,0,1
3,5.5,28,1600,1,1,3,3,0,1
1,1.1,20,600,1,1,1,1,0,1
1,1.05,2,585,4,2,1,2,0,2
3,3.0,59,1000,1,2,3,2,0,1
2,1.26,13,925,1,1,2,2,2,1
2,1.77,20,900,1,1,2,2,1,1
2,1.32,20,650,1,3,2,2,0,2
2,2.15,29,1050,1,1,2,2,0,1
2,0.97,1,1020,1,1,2,3,3,1
1,1.1,9,650,3,1,1,2,0,1
1,1.1,20,550,4,2,1,2,0,1
4,17.0,42,2600,1,1,4,4,0,1
2,1.1,1,1035,3,2,2,2,4,1
3,6.0,4,1660,1,2,3,3,1,1
4,7.31,38,1361,1,3,4,4,0,1
3,1.5,6,1800,1,3,3,3,1,1
1,0.26,39,550,1,1,1,1,2,1
2,1.35,13,900,1,1,2,2,0,2
4,7.25,6,1868,1,2,4,3,0,1
3,6.0,38,1600,1,1,3,4,2,1
1,1.95,77,550,2,3,1,2,0,2
2,1.46,14,528,1,1,2,2,0,1
2,2.5,14,820,3,2,2,2,0,1
1,0.83,28,610,1,2,1,1,0,1
3,2.21,20,1050,1,1,3,3,2,1
1,0.77,48,524,1,1,1,2,0,1
3,4.3,28,1300,4,2,3,2,1,1
3,3.1,32,1481,1,1,3,4,1,1
6,10.0,55,2895,3,1,6,6,0,1
3,2.93,9,878,1,1,3,2,0,1
1,0.38,36,680,1,2,1,2,3,1
1,0.95,14,500,1,2,1,1,0,2
3,3.5,29,2000,4,3,3,3,1,1
1,1.42,13,600,3,2,1,2,0,1
3,2.55,14,950,1,1,3,3,0,1
2,2.5,7,1120,4,2,2,2,0,1
3,2.25,2,1800,3,2,3,3,0,1
4,5.5,25,2000,1,1,4,4,0,1
1,1.6,61,650,1,1,1,2,1,1
1,1.4,20,750,4,1,1,2,1,1
2,2.5,7,1040,1,2,2,2,1,1
3,2.5,48,1100,1,1,3,3,0,1
4,6.5,35,1562,1,3,4,3,0,1
2,0.5,24,920,3,2,2,1,4,1
2,1.12,1,768,1,1,2,2,3,1
4,8.55,35,2500,1,3,4,4,0,1
2,5.1,19,900,1,1,2,1,0,1
1,1.25,32,650,3,2,1,1,1,1
3,4.0,8,2240,1,2,3,3,0,1
3,2.95,14,2000,1,2,3,3,1,1
3,7.5,30,2100,3,2,3,3,2,1
2,2.0,14,850,1,1,2,2,1,1
3,2.5,29,1250,3,2,3,1,0,2
3,6.25,30,1200,1,1,3,1,0,1
2,2.0,30,915,2,3,2,1,0,2
1,0.24,24,500,3,1,1,1,2,1
3,2.75,4,1250,4,1,3,3,0,1
4,3.85,7,1950,1,1,4,4,4,1
1,0.85,2,657,1,1,1,2,2,2
4,4.8,14,1794,1,1,4,4,0,1
1,0.51,20,450,1,2,1,2,0,1
1,0.44,6,545,1,2,1,1,1,1
3,4.25,6,1298,1,1,3,4,3,1
2,1.35,51,575,1,2,2,1,0,1
3,3.5,3,1550,1,1,3,3,2,1
2,1.4,9,880,4,1,2,1,0,1
2,1.85,29,1200,1,1,2,3,0,1
1,0.96,51,650,2,1,1,2,0,1
2,2.95,2,1125,4,1,2,2,0,1
2,0.47,24,1000,1,1,1,1,0,1
2,1.6,21,880,3,3,2,1,0,1
2,0.42,18,870,1,1,2,1,2,1
2,2.1,6,850,1,1,2,2,0,1
1,0.47,1,333,1,1,1,2,0,1
3,2.5,15,1250,4,3,3,3,0,1
4,10.5,58,2550,1,2,4,2,0,1
2,1.05,5,743,1,3,2,1,0,1
3,4.5,53,1450,1,2,3,1,0,1
2,1.19,21,880,1,2,2,1,0,2
3,4.0,8,1100,3,1,3,2,1,1
1,0.9,48,500,1,1,1,2,0,1
1,1.25,15,725,3,2,1,2,0,1
1,0.86,48,685,1,2,1,1,0,1
2,2.45,28,910,1,1,2,2,1,1
1,0.24,39,600,1,1,1,1,2,1
3,4.0,25,1450,1,1,3,2,0,1
2,1.89,33,800,4,1,2,2,0,1
4,7.0,43,1850,1,3,3,1,0,1
2,0.52,24,850,3,2,2,1,3,1
1,1.05,3,600,3,2,1,2,0,1
1,0.69,1,740,3,1,1,2,2,1
2,1.95,14,980,3,2,2,2,0,1
3,7.74,52,2300,1,2,3,3,1,1
1,0.4,18,625,1,1,1,1,2,1
2,3.3,4,1250,1,3,2,2,1,1
3,4.0,8,1600,1,2,3,1,0,1
3,3.75,33,1200,3,1,3,3,1,1
5,5.0,13,2500,1,1,5,4,4,1
3,0.95,6,1100,1,2,3,3,1,1
3,3.15,49,1200,4,1,3,3,0,1
2,1.75,2,760,3,2,2,2,0,1
2,2.02,7,900,1,3,2,2,1,1
1,0.32,18,615,3,2,1,2,2,1
2,0.87,1,850,4,1,2,2,0,1
2,2.05,49,771,1,1,2,2,0,1
1,0.26,24,500,1,2,1,1,2,1
1,1.95,60,550,3,2,1,2,1,1
4,9.5,38,1700,1,2,4,4,0,1
2,2.69,2,847,3,2,2,2,1,1
2,1.9,14,810,1,1,2,2,0,1
2,1.55,29,750,1,2,2,1,0,2
3,7.85,43,1650,3,1,3,4,0,1
2,1.7,14,850,1,2,2,2,0,2
3,6.0,44,1400,4,1,3,3,0,1
3,3.5,29,1400,4,1,3,3,0,1
1,0.74,1,750,3,1,1,2,1,1
1,0.32,24,600,1,1,1,2,2,1
3,7.75,42,1850,1,3,3,3,1,1
1,0.26,39,570,3,1,1,2,1,1
3,1.5,6,1660,1,2,3,3,1,1
2,2.3,15,1100,4,2,2,2,1,1
2,1.0,68,550,2,1,2,1,0,2
1,1.15,14,557,3,2,1,2,0,2
2,3.2,2,1200,3,2,2,2,2,1
2,0.45,24,950,1,2,2,3,0,1
3,2.8,3,1350,1,1,3,2,0,1
2,2.0,21,737,4,2,2,2,0,1
2,0.83,1,960,3,1,2,2,4,1
3,4.0,28,1100,2,2,2,1,0,1
2,0.68,46,885,1,1,2,2,0,1
1,1.0,15,456,3,3,1,1,0,2
3,8.2,44,2000,1,3,3,3,1,1
2,1.98,14,1100,3,2,2,2,1,1
3,12.0,30,1700,2,1,3,3,0,1
4,10.41,7,2790,1,1,4,4,0,1
2,1.92,21,1245,1,2,2,2,0,1
1,1.25,20,600,4,1,1,2,1,1
1,1.1,14,570,1,1,1,1,0,1
2,1.4,32,800,1,2,2,2,0,1
3,3.75,6,1635,1,1,3,2,1,1
1,0.85,12,500,3,2,1,2,0,2
2,2.1,7,850,1,1,2,2,1,1
4,10.75,7,1900,4,1,4,4,1,1
1,1.37,9,525,1,2,1,2,0,1
3,4.0,28,1350,1,1,3,2,0,1
2,3.75,60,1025,3,2,2,2,0,1
1,0.28,24,550,1,2,1,3,0,1
1,0.34,24,640,1,2,1,2,2,1
3,4.2,7,1850,3,2,3,3,1,1
2,0.52,18,900,1,1,2,2,0,2
2,0.85,18,1100,3,1,2,2,3,1
3,7.5,53,1225,1,2,3,2,0,1
3,5.6,11,1580,3,1,3,4,2,1
2,2.2,25,763,1,1,2,2,0,1
2,1.1,1,965,4,2,2,2,4,1
3,3.02,7,1250,3,1,3,3,1,1
2,6.5,54,1125,2,3,2,3,1,1
3,4.25,34,1377,1,1,3,2,2,1
4,4.8,15,2200,3,2,4,4,0,1
3,3.7,9,1200,2,3,3,3,1,1
1,1.16,4,575,1,1,1,2,0,2
3,5.8,14,1650,1,3,3,3,0,1
1,1.1,9,510,1,2,1,2,0,1
2,2.9,19,1146,1,1,2,1,2,1
1,1.15,15,560,4,1,1,2,0,1
2,2.4,19,950,1,1,2,2,3,1
4,9.75,7,2790,4,1,4,4,3,1
2,3.17,30,843,3,2,2,2,0,1
2,1.4,2,850,2,1,2,2,0,2
2,3.1,25,886,1,3,2,2,0,1
1,1.2,29,500,4,1,1,1,0,2
3,4.1,9,1500,1,1,3,3,2,1
2,2.2,15,800,3,1,2,2,0,1
2,1.64,29,1015,3,2,2,2,0,1
2,2.2,28,1000,1,3,2,2,0,2
3,6.0,53,2100,1,3,3,3,1,1
1,2.1,42,410,5,2,1,1,0,1
3,2.6,51,1200,1,1,3,3,3,1
1,0.98,48,580,3,2,1,2,1,1
1,1.0,2,430,4,1,1,2,0,1
2,3.95,30,850,4,1,2,3,0,2
2,3.15,19,1337,1,1,2,2,3,1
1,0.32,18,650,1,1,1,1,2,1
3,1.2,6,1450,1,3,3,3,0,1
1,0.38,16,700,3,1,1,2,3,1
2,3.55,7,950,1,1,2,2,1,1
1,0.24,39,590,1,1,1,1,3,1
2,2.1,8,900,1,1,2,2,0,1
1,1.12,15,450,1,2,1,2,1,1
3,2.6,3,1580,1,1,3,3,0,1
2,3.05,7,1440,1,1,2,2,3,1
3,2.75,3,1172,4,3,3,3,0,1
1,2.75,73,503,3,2,1,2,0,1
4,7.5,28,3500,1,3,4,2,0,2
2,2.2,15,900,1,1,2,2,0,1
1,2.3,61,745,4,2,1,1,0,1
1,0.68,1,700,1,1,1,2,2,1
2,1.7,14,750,1,1,1,1,0,1
3,2.4,66,1360,1,3,3,3,0,1
4,3.61,8,1300,1,3,4,4,0,1
2,1.95,29,900,1,1,2,2,0,1
1,0.63,1,715,1,1,1,2,3,1
1,0.9,31,600,3,2,1,2,0,1
1,1.25,26,550,1,2,1,2,0,2
3,6.53,35,1030,1,1,3,2,0,1
1,0.48,48,625,1,2,1,2,2,1
3,3.3,25,1200,3,2,3,3,0,1
1,1.33,22,750,1,2,1,2,0,1
1,1.3,32,600,1,1,1,1,0,2
3,3.85,7,1365,3,2,3,3,1,1
3,2.51,7,1250,2,1,3,3,1,1
3,4.75,30,1400,1,1,3,3,0,2
3,4.0,9,1500,1,1,3,3,2,1
4,7.5,7,2511,1,2,4,5,3,1
3,5.5,68,1150,1,1,3,3,0,1
2,1.9,22,1020,3,1,2,2,0,1
1,1.65,30,500,3,2,1,1,0,1
3,3.45,59,1330,1,1,3,2,3,1
2,0.91,1,1100,3,1,2,2,3,1
2,2.65,7,1000,3,2,1,1,0,1
1,1.2,11,500,1,1,1,1,0,2
3,2.65,7,1285,4,1,3,2,1,1
2,2.15,15,1120,1,1,2,2,3,1
1,0.64,1,675,3,1,1,2,3,1
3,8.0,11,2500,3,3,3,4,1,1
1,1.02,29,600,4,2,1,2,0,2
3,6.7,44,1550,3,3,3,3,0,1
3,3.6,15,1750,3,2,3,3,0,1
3,3.1,2,1107,1,2,3,3,0,1
4,5.75,14,2240,4,1,4,3,0,1
2,1.4,1,1150,3,1,2,2,1,1
1,0.28,18,718,1,2,1,1,2,1
1,1.15,34,450,3,2,1,2,0,2
1,1.0,70,437,1,3,1,2,1,1
3,3.75,28,1265,2,1,3,3,0,1
2,3.1,6,1350,1,1,2,2,1,1
1,0.95,3,600,4,2,1,2,2,1
2,1.73,49,1050,1,1,2,2,0,1
2,2.15,12,1010,1,1,2,2,0,1
3,5.0,28,1550,4,3,3,3,0,1
2,1.75,20,650,2,1,2,2,0,1
1,1.12,31,650,4,2,1,2,0,2
1,0.95,29,650,4,1,1,2,0,1
2,1.94,3,1250,1,2,2,2,0,1
1,0.28,18,670,3,1,1,1,2,1
2,1.05,1,950,3,2,2,2,4,1
3,1.05,1,975,4,1,3,3,1,1
2,1.38,21,705,3,1,2,2,0,1
3,6.0,43,1680,1,1,3,3,0,1
1,1.2,14,900,3,2,1,1,0,2
1,0.28,18,736,1,2,1,1,2,1
6,13.9,55,3400,3,2,6,6,0,1
3,1.85,10,1000,3,1,3,3,1,1
2,2.11,29,1100,2,3,2,2,0,1
2,3.1,7,1250,1,3,2,2,1,1
1,1.05,40,620,4,1,1,1,0,1
3,6.9,22,2400,3,1,3,1,0,1
1,1.08,21,609,4,1,1,1,0,1
3,2.8,8,1740,1,1,3,3,1,1
3,2.25,19,1309,3,2,3,2,0,1
3,3.15,15,1325,4,1,3,3,0,1
4,7.1,42,2200,1,1,4,4,0,1
1,0.29,18,880,3,1,1,1,2,1
1,0.24,39,595,3,1,1,1,2,1
2,1.4,1,1026,1,3,2,2,3,1
1,0.18,69,630,1,2,1,1,2,1
3,5.5,19,1540,1,1,3,3,1,1
3,3.75,14,1440,1,1,3,3,0,1
2,2.35,14,900,1,1,2,2,0,1
2,1.35,1,990,1,2,2,2,3,1
1,1.25,15,710,3,2,1,2,0,1
2,1.85,59,1200,3,2,2,2,0,1
3,3.44,32,1573,3,1,3,3,1,1
2,0.38,18,990,3,1,2,2,3,1
2,1.7,3,750,1,1,2,2,0,1
3,4.25,50,1400,1,1,3,3,0,1
1,0.7,1,523,3,2,1,2,2,1
1,1.0,9,532,1,1,1,2,1,1
1,0.33,16,650,1,1,1,2,0,1
2,1.75,14,750,1,1,2,2,0,1
1,0.9,15,680,3,3,1,2,0,2
1,0.6,1,747,3,2,1,2,3,1
3,3.1,20,2000,2,1,3,1,0,1
2,1.55,14,560,1,3,2,2,3,1
2,3.05,37,950,1,1,2,2,1,1
2,2.1,27,732,4,2,2,2,0,1
1,0.8,3,410,1,1,1,2,0,1
3,3.4,25,936,1,2,3,3,0,1
1,0.6,1,650,1,1,1,1,2,1
2,2.1,15,980,4,1,2,2,0,1
3,2.75,2,1325,4,3,3,3,0,1
3,7.0,30,1400,3,2,3,3,0,1
4,5.15,27,1840,3,1,4,3,0,1
1,0.7,1,670,3,2,1,2,2,1
4,6.2,7,1965,3,2,4,4,0,1
1,1.88,27,615,3,2,1,2,0,1
2,2.6,26,978,1,2,2,2,0,1
1,1.1,17,410,1,1,1,1,0,2
2,2.95,4,1315,1,2,2,2,0,1
3,4.55,6,1215,1,3,3,3,0,1
2,1.6,51,600,4,2,2,2,0,2
2,2.08,34,1050,4,2,2,2,2,1
2,2.7,15,1103,4,1,2,2,2,1
2,1.9,3,1020,1,1,2,2,0,1
1,0.9,15,585,4,1,1,2,0,2
1,1.06,2,620,1,2,1,2,0,2
2,1.6,28,900,4,2,2,2,3,1
3,5.75,60,1295,1,1,3,3,1,1
1,1.2,26,400,3,1,1,2,0,1
1,1.21,55,577,1,3,1,2,0,2
2,0.45,18,900,1,3,2,2,2,1
1,0.86,1,783,3,1,1,2,2,1
1,1.05,3,650,3,2,1,2,0,1
2,1.79,2,1000,1,3,2,2,0,1
1,0.65,1,655,1,1,1,2,2,1
4,5.57,7,2000,3,1,4,5,2,1
2,1.5,14,550,1,1,2,2,0,1
1,0.52,48,600,1,2,1,2,2,2
4,9.1,14,3240,1,2,4,4,0,1
3,6.5,30,1500,4,1,3,3,0,1
1,0.95,1,758,3,1,1,2,2,1
2,1.85,31,850,3,2,2,2,0,1
1,0.27,18,650,1,1,1,2,3,1
1,0.32,18,650,1,1,1,2,2,2
3,4.3,2,1520,3,2,3,3,0,1
4,5.3,3,2200,1,1,4,4,2,1
2,2.0,3,1020,1,1,2,2,0,1
1,4.8,64,850,1,3,1,1,0,1
1,1.15,13,678,1,1,1,1,0,1
2,1.6,29,650,2,1,2,2,0,1
3,3.1,8,1660,1,1,3,3,0,1
1,0.33,24,610,1,1,1,3,0,1
4,4.7,7,2120,1,2,4,3,2,1
1,0.82,14,450,3,2,1,2,0,1
2,1.9,29,710,4,3,2,2,0,1
1,1.0,59,800,3,3,1,2,0,2
3,4.14,12,1433,1,1,3,3,2,1
2,1.95,15,1010,4,1,2,2,0,1
3,12.5,44,2990,1,1,3,3,1,1
3,2.95,7,1147,4,1,3,2,3,1
1,1.15,28,600,2,3,1,2,1,1
2,1.75,31,900,4,1,2,2,0,1
1,1.54,19,511,3,2,1,2,0,1
3,7.0,30,1500,4,1,3,1,0,1
3,2.55,51,1300,1,1,3,3,0,1
2,1.98,3,1020,1,1,2,2,0,1
3,3.0,27,1170,3,2,3,3,0,1
2,2.1,22,900,1,2,2,2,0,1
1,0.98,20,850,4,3,1,1,0,1
3,6.0,27,1208,3,2,3,3,0,1
1,1.25,29,480,3,1,1,2,0,1
2,2.3,20,900,4,3,2,2,0,1
3,3.2,7,1502,1,1,3,3,3,1
1,1.2,29,585,3,2,1,2,0,1
1,0.64,1,795,3,1,1,2,3,1
2,0.86,1,1045,3,1,2,2,2,1
3,2.6,68,1296,4,2,3,3,0,1
3,4.25,62,1322,4,1,3,3,0,1
1,0.2,24,280,1,1,1,1,0,2
2,2.48,29,980,3,3,2,2,1,1
1,0.98,51,650,4,1,1,2,0,1
2,0.63,1,785,2,1,2,2,0,1
2,2.85,7,1250,1,1,2,2,1,1
2,1.3,15,660,2,1,2,1,0,1
3,6.15,23,1700,2,3,3,3,4,1
2,1.3,1,896,3,2,2,2,2,1
2,1.15,62,580,1,1,2,1,0,1
3,1.85,9,1150,4,1,3,2,2,1
1,0.95,15,585,4,2,1,1,0,2
2,0.98,1,1020,1,1,2,2,2,1
3,2.05,6,1862,4,1,3,3,3,1
2,3.75,27,1200,3,2,2,2,2,1
2,1.85,13,1280,3,2,2,2,1,1
3,4.6,28,1300,1,1,3,3,3,1
2,3.3,2,1250,3,1,2,2,1,1
3,7.75,30,1500,3,1,3,3,1,1
2,4.75,11,1340,1,1,2,2,0,1
2,1.8,59,811,3,2,2,2,0,1
1,0.67,1,650,1,2,1,2,3,1
1,0.63,1,658,3,3,1,2,3,1
1,0.88,20,450,1,2,1,1,0,1
2,0.4,16,750,1,1,2,3,0,1
1,0.4,16,655,3,2,1,2,3,1
1,1.45,31,560,3,3,1,1,0,1
2,1.9,26,840,1,1,2,2,0,1
2,2.8,50,1000,1,1,2,2,0,1
1,0.7,1,550,1,1,1,2,3,1
1,1.8,27,515,3,2,1,2,0,1
2,1.8,29,1250,1,2,2,2,0,1
1,0.26,24,500,1,2,1,1,2,1
1,1.25,29,500,1,2,1,2,0,1
4,5.7,14,2022,3,1,4,4,2,1
3,5.0,28,1600,1,1,3,3,0,1
2,2.25,28,880,2,3,2,2,0,1
1,0.3,24,610,1,1,1,1,2,1
1,0.31,18,635,1,1,1,1,2,1
2,1.75,7,975,1,1,2,2,0,1
2,2.8,28,850,1,1,2,2,0,1
2,0.43,39,900,1,1,2,1,3,1
3,6.5,43,1650,3,1,2,3,0,1
3,5.15,28,1650,1,2,3,3,1,1
1,0.62,5,655,3,1,1,1,1,2
1,0.98,15,700,3,2,1,2,0,1
3,6.0,43,1680,1,1,3,3,0,1
3,3.75,19,1654,1,1,3,2,1,1
3,4.05,6,1200,1,1,3,2,0,1
1,1.42,6,570,3,2,1,2,0,1
3,6.25,37,1650,1,2,3,3,2,1
1,0.88,14,490,1,1,1,2,0,1
4,3.25,20,1450,4,2,4,3,1,1
3,3.4,15,1295,3,2,3,3,1,1
3,2.5,29,1500,1,2,3,3,0,1
2,2.49,29,1050,4,3,2,2,2,1
2,1.95,7,850,1,2,2,2,2,1
1,0.28,39,582,1,2,1,2,1,1
1,1.17,20,650,1,1,1,1,0,2
1,1.39,22,615,4,1,1,1,0,1
4,3.2,28,1500,4,2,4,4,0,1
4,13.0,7,3250,1,1,4,5,2,1
2,1.35,1,1060,4,1,2,2,0,1
2,0.85,46,930,1,1,2,1,0,1
2,3.5,7,1250,3,1,2,2,1,1
3,2.85,14,1350,3,2,3,3,0,1
2,1.95,14,1250,3,2,2,2,0,1
2,1.4,56,820,4,2,2,2,0,1
2,1.48,3,600,4,1,2,2,0,1
3,1.75,1,1150,1,3,3,3,3,1
2,2.75,7,1350,3,2,2,2,1,1
1,1.07,3,650,4,1,1,2,1,1
2,1.65,31,815,1,1,2,2,0,1
4,4.5,37,1200,1,1,4,4,0,1
1,1.16,4,550,4,1,1,1,0,2
1,0.62,1,650,1,1,1,2,3,1
1,1.1,29,585,4,2,1,2,0,1
3,3.65,15,1750,1,1,3,3,3,1
2,1.65,7,900,1,2,2,2,0,1
1,0.53,9,450,1,2,1,2,0,1
1,1.15,15,600,4,3,1,2,0,1
1,1.45,11,475,3,1,1,2,2,1
2,1.6,29,650,2,1,2,1,0,1
2,1.45,31,850,2,2,2,2,0,1
1,0.95,15,650,4,1,1,2,0,1
3,7.0,30,1400,3,1,3,3,0,1
2,4.5,30,975,4,1,2,1,0,1
1,1.07,29,650,4,1,1,2,0,1
3,2.8,32,1428,1,1,3,3,1,1
3,2.35,2,1200,4,2,3,3,0,1
1,1.25,15,650,4,2,1,2,0,1
2,2.65,7,1100,3,1,2,2,0,1
1,1.05,21,585,4,1,1,2,0,1
2,2.3,26,1080,4,1,2,2,0,1
1,0.33,24,560,1,2,1,1,2,1
3,3.15,21,1506,1,1,3,2,2,1
1,1.65,33,677,1,2,1,2,0,1
2,4.7,60,950,1,1,2,2,0,1
1,0.34,39,610,3,1,1,1,2,1
1,1.1,3,535,4,2,1,1,0,1
3,3.8,28,1550,3,2,3,3,1,1
1,0.85,32,455,1,3,1,1,0,1
2,1.15,3,749,1,3,2,2,1,1
1,1.1,21,615,2,1,1,2,0,2
2,3.0,70,1150,3,1,2,2,0,1
2,2.2,15,1050,4,2,2,2,0,1
3,5.0,27,1300,3,1,3,3,0,1
1,0.3,39,595,1,1,1,1,2,1
2,2.25,28,750,3,1,2,2,0,1
3,3.85,7,1210,4,3,3,2,2,1
4,6.5,14,2176,1,1,4,4,5,1
1,1.25,59,500,1,3,1,2,0,1
4,3.97,29,1453,1,1,4,3,0,1
2,2.52,14,800,1,2,2,2,0,1
1,0.85,1,650,1,1,1,2,2,1
2,1.5,14,700,1,3,2,2,0,1
1,2.0,55,650,1,1,1,2,0,1
